Model,Concept,MP Index,Chunk ID,Score
MiniLM,Cenozoic Era,5,1884,0.2978554666042328
MiniLM,Cenozoic Era,5,2158,0.29255223274230957
MiniLM,Cenozoic Era,1,857,0.28778237104415894
MiniLM,Central Pacific El Niño,4,1774,0.3253193199634552
MiniLM,Central Pacific El Niño,4,1773,0.304341197013855
MiniLM,Central Pacific El Niño,4,1760,0.30392512679100037
MiniLM,Central Pacific El Niño,0,245,0.3027159571647644
MiniLM,chaotic,10,2605,0.29409658908843994
MiniLM,charcoal,3,1664,0.3877778947353363
MiniLM,charcoal,1,961,0.3343124985694885
MiniLM,charcoal,0,586,0.29906609654426575
MiniLM,charcoal,1,812,0.2868924140930176
MiniLM,choice architecture,10,2566,0.36400291323661804
MiniLM,choice architecture,1,980,0.3319437503814697
MiniLM,choice architecture,1,943,0.3308537006378174
MiniLM,choice architecture,1,888,0.3294391930103302
MiniLM,choice architecture,7,2233,0.3241739869117737
MiniLM,chronology,2,1022,0.3605569005012512
MiniLM,chronology,5,2147,0.339395135641098
MiniLM,chronology,0,277,0.3303169012069702
MiniLM,chronology,2,1008,0.32969149947166443
MiniLM,chronology,0,399,0.32890820503234863
MiniLM,circular economy,0,438,0.40482255816459656
MiniLM,circular economy,0,30,0.3930334150791168
MiniLM,circular economy,10,2625,0.38956645131111145
MiniLM,circular economy,3,1392,0.3889082372188568
MiniLM,circular economy,0,234,0.3856115937232971
MiniLM,cirrus cloud thinning,4,1772,0.300149142742157
MiniLM,cities,3,1433,0.5426412224769592
MiniLM,cities,9,2438,0.5217244029045105
MiniLM,cities,5,2082,0.5187585353851318
MiniLM,cities,5,1902,0.5143384337425232
MiniLM,cities,5,2002,0.5123962163925171
MiniLM,citizen science,0,271,0.4566444754600525
MiniLM,citizen science,0,501,0.4299924671649933
MiniLM,citizen science,0,210,0.3986821472644806
MiniLM,citizen science,0,214,0.39022377133369446
MiniLM,citizen science,2,1045,0.3855838179588318
MiniLM,city region,3,1527,0.5195490717887878
MiniLM,city region,0,452,0.4859181344509125
MiniLM,city region,1,800,0.4848036766052246
MiniLM,city region,8,2326,0.4812786877155304
MiniLM,city region,8,2327,0.4761855900287628
MiniLM,clathrate,2,1106,0.3623204827308655
MiniLM,clathrate,4,1776,0.31914669275283813
MiniLM,climate,10,2605,0.36992642283439636
MiniLM,climate,5,2071,0.35337305068969727
MiniLM,climate,9,2484,0.34432390332221985
MiniLM,climate,4,1774,0.34301432967185974
